Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00951,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,High,24 Hours,2023-12-29,2024-01-12,14
INC00952,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,High,24 Hours,2023-12-21,2023-12-31,10
INC00953,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,High,24 Hours,2023-12-29,2024-01-05,7
INC00954,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Medium,3 Days,2023-12-23,2024-01-04,12
INC00955,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,High,24 Hours,2023-12-30,2024-01-11,12
INC00956,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Medium,3 Days,2023-12-30,2023-12-31,1
INC00957,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Medium,3 Days,2023-12-11,2023-12-26,15
INC00958,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,High,24 Hours,2023-12-17,2023-12-26,9
INC00959,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Critical,4 Hours,2023-12-24,2024-01-03,10
INC00960,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Pending,Medium,3 Days,2024-01-05,2024-01-09,4
INC00961,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,Critical,4 Hours,2023-12-10,2023-12-19,9
INC00962,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,Low,1 Week,2024-01-05,2024-01-13,8
INC00963,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,Medium,3 Days,2023-12-25,2024-01-08,14
INC00964,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Closed,Medium,3 Days,2023-12-27,2024-01-07,11
INC00965,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Low,1 Week,2023-12-19,2023-12-19,0
INC00966,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,High,24 Hours,2023-12-23,2023-12-26,3
INC00967,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Medium,3 Days,2024-01-06,2024-01-10,4
INC00968,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,High,24 Hours,2023-12-17,2023-12-31,14
INC00969,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,Low,1 Week,2023-12-12,2023-12-25,13
INC00970,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,High,24 Hours,2024-01-03,2024-01-12,9
INC00971,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Escalated,High,24 Hours,2023-12-29,2024-01-13,15
INC00972,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Low,1 Week,2023-12-10,2023-12-18,8
INC00973,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Closed,High,24 Hours,2023-12-23,2023-12-24,1
INC00974,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,High,24 Hours,2023-12-31,2024-01-12,12
INC00975,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Resolved,High,24 Hours,2023-12-18,2024-01-01,14
INC00976,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Escalated,High,24 Hours,2023-12-27,2023-12-30,3
INC00977,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,Medium,3 Days,2023-12-12,2023-12-18,6
INC00978,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,Low,1 Week,2023-12-18,2023-12-21,3
INC00979,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,Critical,4 Hours,2023-12-25,2024-01-09,15
INC00980,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,Medium,3 Days,2023-12-17,2023-12-30,13
INC00981,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Resolved,Critical,4 Hours,2024-01-03,2024-01-12,9
INC00982,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2023-12-16,2023-12-16,0
INC00983,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Medium,3 Days,2023-12-14,2023-12-19,5
INC00984,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Medium,3 Days,2023-12-22,2023-12-25,3
INC00985,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2023-12-19,2023-12-21,2
INC00986,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Critical,4 Hours,2024-01-01,2024-01-04,3
INC00987,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2023-12-12,2023-12-14,2
INC00988,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Pending,Critical,4 Hours,2024-01-07,2024-01-12,5
INC00989,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Medium,3 Days,2023-12-17,2023-12-29,12
INC00990,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Critical,4 Hours,2024-01-07,2024-01-14,7
INC00991,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Critical,4 Hours,2023-12-30,2024-01-06,7
INC00992,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Escalated,Critical,4 Hours,2023-12-24,2024-01-02,9
INC00993,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,Low,1 Week,2023-12-31,2024-01-10,10
INC00994,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Medium,3 Days,2023-12-28,2024-01-08,11
INC00995,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Critical,4 Hours,2024-01-05,2024-01-18,13
INC00996,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Critical,4 Hours,2024-01-06,2024-01-17,11
INC00997,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Critical,4 Hours,2023-12-31,2024-01-15,15
INC00998,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Critical,4 Hours,2023-12-22,2023-12-23,1
INC00999,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Critical,4 Hours,2023-12-10,2023-12-10,0
